timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2021-04-01 00:30:00,1.9,8.9,378.0,2.38,30,-9,15
2021-04-01 01:30:00,2.8,9.8,386.0,2.77,30,-1,15
2021-04-01 02:30:00,-1.4,7.3,389.0,2.1,30,3,15
2021-04-01 03:30:00,-3.6,7.8,397.0,2.41,27,1,12
2021-04-01 04:30:00,-2.2,7.7,404.0,2.46,27,-5,12
2021-04-01 05:30:00,-3.1,7.7,412.0,2.51,27,-10,12
2021-04-01 06:30:00,-1.5,7.3,411.0,2.38,23,-16,9
2021-04-01 07:30:00,-2.2,7.5,406.0,2.4,23,-17,9
2021-04-01 08:30:00,-0.8,6.2,404.0,1.94,23,-20,9
2021-04-01 09:30:00,-0.4,6.0,401.0,1.82,10,-18,4
2021-04-01 10:30:00,0.1,5.7,399.0,1.72,10,-17,4
2021-04-01 11:30:00,1.1,5.5,397.0,1.64,10,-13,4
2021-04-01 12:30:00,1.7,5.8,396.0,1.73,3,-11,2
2021-04-01 13:30:00,2.5,4.5,395.0,1.35,3,-10,2
2021-04-01 14:30:00,2.7,5.1,393.0,1.48,3,-10,2
2021-04-01 15:30:00,1.4,5.0,388.0,1.39,10,-13,4
2021-04-01 16:30:00,0.6,4.7,391.0,1.38,10,-16,4
2021-04-01 17:30:00,-1.2,5.4,396.0,1.65,10,-14,4
2021-04-01 18:30:00,-2.0,5.5,388.0,1.57,20,-11,7
2021-04-01 19:30:00,-1.9,6.1,378.0,1.65,20,-8,7
2021-04-01 20:30:00,-0.2,6.2,375.0,1.62,20,-5,7
2021-04-01 21:30:00,-4.2,6.0,376.0,1.58,13,-6,5
2021-04-01 22:30:00,-0.7,6.3,374.0,1.62,13,-10,5
2021-04-01 23:30:00,0.8,6.6,370.0,1.68,13,-9,5
2021-04-02 00:30:00,-2.9,6.6,375.0,1.71,13,-6,5
2021-04-02 01:30:00,-0.4,6.3,364.0,1.55,13,-6,5
2021-04-02 02:30:00,1.2,6.4,361.0,1.55,13,-3,5
2021-04-02 03:30:00,0.6,6.4,368.0,1.62,7,-2,3
2021-04-02 04:30:00,-1.4,5.8,355.0,1.37,7,-3,3
2021-04-02 05:30:00,-1.3,6.0,360.0,1.44,7,-2,3
2021-04-02 06:30:00,0.4,5.8,362.0,1.39,0,-1,0
2021-04-02 07:30:00,0.9,5.6,354.0,1.29,0,-1,0
2021-04-02 08:30:00,1.2,5.7,355.0,1.31,0,-1,0
2021-04-02 09:30:00,0.6,5.6,355.0,1.27,7,1,3
2021-04-02 10:30:00,-0.1,5.4,359.0,1.24,7,0,3
2021-04-02 11:30:00,-1.7,5.4,362.0,1.24,7,-1,3
2021-04-02 12:30:00,-2.2,6.1,362.0,1.4,10,-3,4
2021-04-02 13:30:00,-2.4,7.0,373.0,1.7,10,-5,4
2021-04-02 14:30:00,-1.3,8.3,378.0,2.11,10,-8,4
2021-04-02 15:30:00,-4.2,9.0,386.0,2.36,30,-9,15
2021-04-02 16:30:00,-6.0,9.9,392.0,2.67,30,-15,15
2021-04-02 17:30:00,-3.1,10.5,391.0,2.94,30,-21,15
2021-04-02 18:30:00,1.6,9.2,387.0,2.67,23,-23,9
2021-04-02 19:30:00,4.5,7.4,390.0,2.31,23,-17,9
2021-04-02 20:30:00,0.5,6.3,380.0,1.82,23,-12,9
2021-04-02 21:30:00,5.2,6.4,383.0,1.98,7,-10,3
2021-04-02 22:30:00,4.8,6.9,380.0,2.13,7,-11,3
2021-04-02 23:30:00,3.1,6.7,380.0,2.06,7,-11,3
2021-04-03 00:30:00,-1.4,5.7,388.0,1.77,10,-11,4
2021-04-03 01:30:00,-3.0,5.6,389.0,1.7,10,-10,4
2021-04-03 02:30:00,-0.8,5.7,383.0,1.66,10,-9,4
2021-04-03 03:30:00,-1.0,5.3,383.0,1.53,13,-10,5
2021-04-03 04:30:00,0.1,4.8,371.0,1.35,13,-11,5
2021-04-03 05:30:00,-1.0,4.8,366.0,1.31,13,-10,5
2021-04-03 06:30:00,-0.0,4.7,366.0,1.27,7,-10,3
2021-04-03 07:30:00,1.2,5.0,367.0,1.29,7,-8,3
2021-04-03 08:30:00,1.2,4.9,368.0,1.27,7,-7,3
2021-04-03 09:30:00,-0.1,4.9,364.0,1.23,10,-5,4
2021-04-03 10:30:00,-1.4,4.7,362.0,1.17,10,-4,4
2021-04-03 11:30:00,-0.1,4.1,358.0,1.01,10,-4,4
2021-04-03 12:30:00,-2.1,3.6,362.0,0.92,10,-5,4
2021-04-03 13:30:00,-0.6,3.2,360.0,0.82,10,-6,4
2021-04-03 14:30:00,0.3,3.2,359.0,0.82,10,-6,4
2021-04-03 15:30:00,0.3,3.4,362.0,0.85,3,-4,2
2021-04-03 16:30:00,-1.0,4.0,352.0,0.91,3,-4,2
2021-04-03 17:30:00,-1.3,4.1,348.0,0.92,3,-3,2
2021-04-03 18:30:00,1.2,4.2,351.0,0.98,10,-1,4
2021-04-03 19:30:00,-1.0,3.9,351.0,0.91,10,0,4
2021-04-03 20:30:00,-1.7,3.7,348.0,0.85,10,1,4
2021-04-03 21:30:00,-1.3,3.7,334.0,0.79,7,1,3
2021-04-03 22:30:00,-1.9,3.7,343.0,0.82,7,0,3
2021-04-03 23:30:00,-2.1,3.7,328.0,0.76,7,-2,3
2021-04-04 00:30:00,0.1,3.8,322.0,0.74,10,-4,4
2021-04-04 01:30:00,-0.0,3.6,321.0,0.7,10,-3,4
2021-04-04 02:30:00,0.0,3.6,321.0,0.69,10,-2,4
2021-04-04 03:30:00,-0.2,3.3,314.0,0.61,0,-1,0
2021-04-04 04:30:00,0.5,4.2,320.0,0.78,0,-1,0
2021-04-04 05:30:00,0.7,4.5,320.0,0.82,0,0,0
2021-04-04 06:30:00,0.3,4.3,318.0,0.78,7,1,3
2021-04-04 07:30:00,0.0,4.6,320.0,0.84,7,1,3
2021-04-04 08:30:00,-0.4,3.9,310.0,0.69,7,1,3
2021-04-04 09:30:00,-0.6,3.5,304.0,0.6,3,3,2
2021-04-04 10:30:00,-0.2,5.8,309.0,0.98,3,2,2
2021-04-04 11:30:00,-0.2,5.9,305.0,0.98,3,3,2
2021-04-04 12:30:00,-1.6,5.4,307.0,0.92,10,2,4
2021-04-04 13:30:00,-0.1,4.8,301.0,0.79,10,4,4
2021-04-04 14:30:00,-0.3,5.0,299.0,0.8,10,5,4
2021-04-04 15:30:00,-1.0,6.3,310.0,1.09,7,7,3
2021-04-04 16:30:00,-1.6,5.9,306.0,1.0,7,5,3
2021-04-04 17:30:00,-0.4,5.7,300.0,0.92,7,5,3
2021-04-04 18:30:00,-0.0,6.6,301.0,1.05,3,6,2
2021-04-04 19:30:00,0.0,7.3,300.0,1.15,3,7,2
2021-04-04 20:30:00,-0.4,7.8,299.0,1.21,3,7,2
2021-04-04 21:30:00,-0.1,8.3,298.0,1.27,7,9,3
2021-04-04 22:30:00,-0.3,9.2,297.0,1.41,7,8,3
2021-04-04 23:30:00,-0.1,9.6,299.0,1.46,7,7,3
2021-04-05 00:30:00,0.6,11.2,300.0,1.72,7,7,3
2021-04-05 01:30:00,0.3,10.8,303.0,1.67,7,8,3
2021-04-05 02:30:00,-0.0,13.0,304.0,2.02,7,10,3
2021-04-05 03:30:00,1.6,15.6,306.0,2.47,3,11,2
2021-04-05 04:30:00,2.1,15.9,306.0,2.51,3,12,2
2021-04-05 05:30:00,1.4,18.6,308.0,2.97,3,14,2
2021-04-05 06:30:00,0.8,18.2,301.0,2.79,3,14,2
2021-04-05 07:30:00,3.6,19.8,300.0,3.0,3,14,2
2021-04-05 08:30:00,4.9,23.9,309.0,3.86,3,17,2
2021-04-05 09:30:00,5.1,23.3,312.0,3.83,17,17,6
2021-04-05 10:30:00,3.9,20.0,311.0,3.27,17,18,6
2021-04-05 11:30:00,-5.2,9.7,310.0,1.85,17,11,6
