timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2023-02-01 00:30:00,-1.3,2.2,430.0,0.74,10,-19,4
2023-02-01 01:30:00,-1.3,2.2,411.0,0.65,10,-19,4
2023-02-01 02:30:00,-1.5,2.3,416.0,0.69,10,-16,4
2023-02-01 03:30:00,-2.5,2.7,409.0,0.78,7,-10,3
2023-02-01 04:30:00,-2.0,3.2,390.0,0.85,7,-10,3
2023-02-01 05:30:00,-0.6,4.2,384.0,1.09,7,-8,3
2023-02-01 06:30:00,-1.1,5.2,378.0,1.36,3,-5,2
2023-02-01 07:30:00,-1.3,5.9,368.0,1.47,3,-5,2
2023-02-01 08:30:00,-0.2,6.3,365.0,1.44,3,-3,2
2023-02-01 09:30:00,0.7,5.9,359.0,1.31,3,1,2
2023-02-01 10:30:00,-0.5,6.4,365.0,1.49,3,5,2
2023-02-01 11:30:00,-0.8,6.7,361.0,1.52,3,6,2
2023-02-01 12:30:00,-1.1,7.5,360.0,1.68,10,7,4
2023-02-01 13:30:00,0.1,9.4,354.0,2.03,10,11,4
2023-02-01 14:30:00,-0.2,9.7,350.0,2.04,10,15,4
2023-02-01 15:30:00,-0.6,10.7,349.0,2.24,13,14,5
2023-02-01 16:30:00,0.1,14.8,356.0,3.28,13,14,5
2023-02-01 17:30:00,0.6,23.1,373.0,5.67,13,14,5
2023-02-01 18:30:00,-0.9,22.0,372.0,5.39,27,9,12
2023-02-01 19:30:00,-4.3,10.3,403.0,3.12,27,-2,12
2023-02-01 20:30:00,-0.2,7.1,409.0,2.34,27,-14,12
2023-02-01 21:30:00,-4.1,6.5,403.0,2.05,23,-12,9
2023-02-01 22:30:00,-3.4,5.8,404.0,1.96,23,-15,9
2023-02-01 23:30:00,-6.1,5.4,409.0,1.77,23,-16,9
2023-02-02 00:30:00,-5.1,5.3,412.0,1.77,33,-21,18
2023-02-02 01:30:00,-1.4,6.0,413.0,1.94,33,-23,18
2023-02-02 02:30:00,0.1,5.2,407.0,1.64,33,-20,18
2023-02-02 03:30:00,0.7,4.7,403.0,1.46,17,-15,6
2023-02-02 04:30:00,2.0,5.5,388.0,1.54,17,-13,6
2023-02-02 05:30:00,0.4,5.4,383.0,1.47,17,-11,6
2023-02-02 06:30:00,0.9,5.2,381.0,1.4,3,-10,2
2023-02-02 07:30:00,3.3,4.9,380.0,1.31,3,-7,2
2023-02-02 08:30:00,2.8,4.7,382.0,1.27,3,-2,2
2023-02-02 09:30:00,-0.6,4.3,367.0,1.09,7,0,3
2023-02-02 10:30:00,-1.0,3.4,371.0,0.88,7,-2,3
2023-02-02 11:30:00,0.3,3.4,367.0,0.88,7,-2,3
2023-02-02 12:30:00,1.2,3.2,365.0,0.81,3,-1,2
2023-02-02 13:30:00,3.6,3.3,373.0,0.86,3,-1,2
2023-02-02 14:30:00,3.7,3.4,369.0,0.85,3,-3,2
2023-02-02 15:30:00,1.2,3.0,367.0,0.76,0,-6,0
2023-02-02 16:30:00,1.9,2.7,368.0,0.68,0,-9,0
2023-02-02 17:30:00,-0.1,2.4,351.0,0.56,0,-10,0
2023-02-02 18:30:00,-1.5,2.1,350.0,0.48,3,-8,2
2023-02-02 19:30:00,-2.3,3.2,346.0,0.72,3,-6,2
2023-02-02 20:30:00,-2.4,4.4,338.0,0.93,3,-5,2
2023-02-02 21:30:00,-2.4,4.7,328.0,0.95,7,-2,3
2023-02-02 22:30:00,-2.3,5.1,324.0,1.02,7,-2,3
2023-02-02 23:30:00,-0.1,5.5,322.0,1.08,7,-2,3
2023-02-03 00:30:00,-2.2,8.0,337.0,1.64,20,4,7
2023-02-03 01:30:00,-3.0,9.3,340.0,1.9,20,3,7
2023-02-03 02:30:00,-0.6,8.8,342.0,1.82,20,0,7
2023-02-03 03:30:00,-1.8,7.6,339.0,1.54,17,0,6
2023-02-03 04:30:00,-1.8,7.5,335.0,1.49,17,-1,6
2023-02-03 05:30:00,3.1,8.6,336.0,1.74,17,3,6
2023-02-03 06:30:00,3.1,9.1,341.0,1.88,3,5,2
2023-02-03 07:30:00,5.3,7.4,341.0,1.56,3,4,2
2023-02-03 08:30:00,5.5,7.1,345.0,1.55,3,6,2
2023-02-03 09:30:00,4.3,9.0,346.0,1.99,3,9,2
2023-02-03 10:30:00,4.0,9.9,342.0,2.13,3,13,2
2023-02-03 11:30:00,3.3,10.5,347.0,2.3,3,15,2
2023-02-03 12:30:00,4.2,11.2,357.0,2.57,17,18,6
2023-02-03 13:30:00,-2.3,,,99.99,17,16,6
2023-02-03 14:30:00,-1.1,,,99.99,17,12,6
2023-02-03 15:30:00,-5.3,,,99.99,30,7,15
2023-02-03 16:30:00,-6.7,,,99.99,30,-3,15
2023-02-03 17:30:00,-7.1,,,99.99,30,-10,15
2023-02-03 18:30:00,-7.5,,,99.99,27,-18,12
2023-02-03 19:30:00,5.0,,,99.99,27,-24,12
2023-02-03 20:30:00,5.3,,,99.99,27,-17,12
2023-02-03 21:30:00,3.6,,,99.99,17,-11,6
2023-02-03 22:30:00,4.1,,,99.99,17,-6,6
2023-02-03 23:30:00,0.5,,,99.99,17,-4,6
