timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2020-09-01 00:30:00,1.8,3.9,562,2.44,27,-15,12
2020-09-01 01:30:00,1.5,4.0,557,2.39,27,-16,12
2020-09-01 02:30:00,-1.2,4.1,569,2.5,27,-16,12
2020-09-01 03:30:00,-3.3,4.1,592,2.75,43,-18,32
2020-09-01 04:30:00,-2.0,4.1,602,2.85,43,-22,32
2020-09-01 05:30:00,-1.3,3.6,606,2.62,43,-25,32
2020-09-01 06:30:00,-1.8,3.7,623,2.9,27,-20,12
2020-09-01 07:30:00,-2.3,3.5,614,2.56,27,-26,12
2020-09-01 08:30:00,-0.8,3.2,614,2.36,27,-29,12
2020-09-01 09:30:00,-1.0,3.0,612,2.19,30,-23,15
2020-09-01 10:30:00,0.1,2.4,603,1.7,30,-21,15
2020-09-01 11:30:00,-3.0,2.1,615,1.53,30,-20,15
2020-09-01 12:30:00,-1.9,1.8,606,1.23,30,-26,15
2020-09-01 13:30:00,-1.9,1.6,593,1.05,30,-30,15
2020-09-01 14:30:00,-1.3,1.5,603,1.05,30,-28,15
2020-09-01 15:30:00,-3.5,1.6,636,1.21,40,-26,27
2020-09-01 16:30:00,-2.9,1.5,636,1.08,40,-29,27
2020-09-01 17:30:00,-2.4,1.4,631,0.96,40,-29,27
2020-09-01 18:30:00,-2.6,1.6,621,1.06,27,-28,12
2020-09-01 19:30:00,-1.7,1.7,615,1.1,27,-31,12
2020-09-01 20:30:00,-1.5,1.8,606,1.13,27,-31,12
2020-09-01 21:30:00,-1.9,1.7,598,1.04,30,-31,15
2020-09-01 22:30:00,-1.3,1.8,567,0.99,30,-29,15
2020-09-01 23:30:00,-0.3,2.8,526,1.42,30,-31,15
2020-09-02 00:30:00,-2.4,2.9,533,1.6,27,-30,12
2020-09-02 01:30:00,-3.6,2.8,533,1.58,27,-35,12
2020-09-02 02:30:00,-2.0,2.8,524,1.52,27,-35,12
2020-09-02 03:30:00,-1.1,2.3,520,1.29,23,-33,9
2020-09-02 04:30:00,-0.2,2.2,523,1.23,23,-26,9
2020-09-02 05:30:00,-1.3,3.0,514,1.5,23,-20,9
2020-09-02 06:30:00,-2.8,2.9,513,1.41,20,-20,7
2020-09-02 07:30:00,-2.4,2.7,516,1.34,20,-21,7
2020-09-02 08:30:00,-1.3,3.1,515,1.59,20,-22,7
2020-09-02 09:30:00,-2.6,3.1,514,1.65,27,-23,12
2020-09-02 10:30:00,-2.9,2.9,521,1.52,27,-20,12
2020-09-02 11:30:00,-2.7,3.2,519,1.8,27,-17,12
2020-09-02 12:30:00,-2.5,2.8,518,1.61,27,-20,12
2020-09-02 13:30:00,-2.4,2.8,515,1.71,27,-19,12
2020-09-02 14:30:00,-1.4,3.5,514,2.11,27,-13,12
2020-09-02 15:30:00,-0.3,4.4,513,2.73,23,-9,9
2020-09-02 16:30:00,-2.1,4.5,513,2.83,23,-10,9
2020-09-02 17:30:00,0.4,4.6,508,2.81,23,-12,9
2020-09-02 18:30:00,-0.6,4.4,504,2.62,17,-15,6
2020-09-02 19:30:00,1.2,4.1,495,2.24,17,-15,6
2020-09-02 20:30:00,0.5,3.8,492,2.04,17,-16,6
2020-09-02 21:30:00,0.6,3.6,476,1.86,17,-19,6
2020-09-02 22:30:00,1.4,3.8,470,1.9,17,-19,6
2020-09-02 23:30:00,2.2,3.6,467,1.76,17,-20,6
2020-09-03 00:30:00,2.5,2.9,463,1.39,0,-20,0
2020-09-03 01:30:00,-0.1,2.2,466,1.02,0,-20,0
2020-09-03 02:30:00,1.0,2.1,457,0.93,0,-18,0
2020-09-03 03:30:00,1.7,2.0,448,0.86,0,-16,0
2020-09-03 04:30:00,1.3,2.0,443,0.83,0,-14,0
2020-09-03 05:30:00,0.6,2.1,441,0.84,0,-13,0
2020-09-03 06:30:00,-0.7,2.1,438,0.84,10,-14,4
2020-09-03 07:30:00,-0.3,2.0,431,0.78,10,-14,4
2020-09-03 08:30:00,0.1,2.3,431,0.88,10,-15,4
2020-09-03 09:30:00,0.4,2.6,430,0.96,7,-12,3
2020-09-03 10:30:00,1.4,3.0,431,1.06,7,-9,3
2020-09-03 11:30:00,2.3,2.9,438,1.01,7,-5,3
2020-09-03 12:30:00,2.4,3.2,437,1.14,13,-3,5
2020-09-03 13:30:00,1.2,3.1,430,1.13,13,-1,5
2020-09-03 14:30:00,1.5,3.0,422,1.09,13,-1,5
2020-09-03 15:30:00,2.0,3.5,421,1.24,7,-1,3
2020-09-03 16:30:00,2.9,3.8,420,1.31,7,-3,3
2020-09-03 17:30:00,2.8,4.0,425,1.42,7,-3,3
2020-09-03 18:30:00,1.7,3.9,424,1.4,3,-4,2
2020-09-03 19:30:00,3.3,4.2,423,1.46,3,-6,2
2020-09-03 20:30:00,3.1,3.7,420,1.22,3,-9,2
2020-09-03 21:30:00,0.8,3.4,419,1.14,17,-13,6
2020-09-03 22:30:00,-1.3,3.4,424,1.14,17,-15,6
2020-09-03 23:30:00,-0.6,3.3,432,1.14,17,-19,6
2020-09-04 00:30:00,-3.1,3.0,432,1.03,27,-20,12
2020-09-04 01:30:00,-3.3,3.0,432,1.02,27,-21,12
2020-09-04 02:30:00,-2.3,3.3,432,1.11,27,-19,12
2020-09-04 03:30:00,-1.8,3.3,432,1.11,13,-17,5
2020-09-04 04:30:00,-1.4,2.8,432,1.0,13,-14,5
2020-09-04 05:30:00,-2.1,3.0,427,1.06,13,-15,5
2020-09-04 06:30:00,-0.5,2.9,426,1.03,13,-17,5
2020-09-04 07:30:00,-0.1,2.8,426,0.97,13,-17,5
2020-09-04 08:30:00,-0.2,2.6,425,0.86,13,-14,5
2020-09-04 09:30:00,-3.4,3.2,430,1.07,20,-12,7
2020-09-04 10:30:00,-2.4,3.3,419,1.06,20,-18,7
2020-09-04 11:30:00,-2.5,3.5,416,1.09,20,-20,7
2020-09-04 12:30:00,-3.0,3.6,418,1.13,20,-20,7
2020-09-04 13:30:00,-3.2,3.5,407,1.05,20,-20,7
2020-09-04 14:30:00,-4.4,4.1,414,1.3,20,-18,7
2020-09-04 15:30:00,-3.3,4.4,405,1.32,17,-20,6
2020-09-04 16:30:00,-1.9,4.0,391,1.13,17,-20,6
2020-09-04 17:30:00,-2.6,3.7,394,1.06,17,-21,6
2020-09-04 18:30:00,-2.1,3.8,401,1.13,23,-20,9
2020-09-04 19:30:00,-1.8,3.7,400,1.08,23,-19,9
2020-09-04 20:30:00,0.5,2.9,378,0.76,23,-21,9
2020-09-04 21:30:00,-0.7,4.0,398,1.17,3,-21,2
2020-09-04 22:30:00,2.1,4.3,389,1.23,3,-20,2
2020-09-04 23:30:00,-0.2,3.9,400,1.17,3,-20,2
2020-09-05 00:30:00,-2.3,3.7,406,1.17,17,-21,6
2020-09-05 01:30:00,-1.2,3.9,410,1.25,17,-24,6
2020-09-05 02:30:00,-0.0,3.6,404,1.13,17,-25,6
2020-09-05 03:30:00,-0.3,3.1,395,0.92,13,-22,5
2020-09-05 04:30:00,-0.4,3.2,392,0.94,13,-17,5
2020-09-05 05:30:00,-1.3,3.3,397,1.0,13,-14,5
2020-09-05 06:30:00,-1.6,3.9,402,1.2,17,-14,6
2020-09-05 07:30:00,-2.5,4.2,400,1.28,17,-14,6
2020-09-05 08:30:00,-2.0,3.8,390,1.1,17,-17,6
2020-09-05 09:30:00,-1.7,4.4,402,1.37,20,-21,7
2020-09-05 10:30:00,-1.3,4.5,393,1.34,20,-20,7
2020-09-05 11:30:00,-1.7,4.6,395,1.37,20,-14,7
2020-09-05 12:30:00,0.4,4.9,407,1.51,17,-12,6
2020-09-05 13:30:00,0.8,4.9,406,1.52,17,-11,6
2020-09-05 14:30:00,2.3,5.0,403,1.52,17,-7,6
2020-09-05 15:30:00,0.7,5.0,405,1.54,3,-5,2
2020-09-05 16:30:00,-1.4,4.7,408,1.52,3,-4,2
2020-09-05 17:30:00,0.1,4.5,412,1.5,3,-5,2
2020-09-05 18:30:00,0.7,4.6,418,1.52,10,-7,4
2020-09-05 19:30:00,1.4,4.2,407,1.33,10,-8,4
2020-09-05 20:30:00,0.6,3.8,421,1.29,10,-8,4
2020-09-05 21:30:00,2.2,3.3,416,1.12,10,-10,4
2020-09-05 22:30:00,1.4,2.8,406,0.89,10,-10,4
2020-09-05 23:30:00,0.8,3.0,411,0.96,10,-14,4
2020-09-06 00:30:00,-0.8,3.0,418,1.01,20,-18,7
2020-09-06 01:30:00,0.1,3.1,417,1.04,20,-20,7
2020-09-06 02:30:00,2.0,2.5,408,0.79,20,-16,7
2020-09-06 03:30:00,1.4,2.7,412,0.87,10,-12,4
2020-09-06 04:30:00,-0.5,2.7,419,0.91,10,-10,4
2020-09-06 05:30:00,1.3,2.2,395,0.65,10,-10,4
2020-09-06 06:30:00,1.7,2.6,404,0.8,3,-7,2
2020-09-06 07:30:00,1.4,2.9,396,0.87,3,-6,2
2020-09-06 08:30:00,0.5,2.7,386,0.79,3,-7,2
2020-09-06 09:30:00,-0.7,2.7,390,0.8,10,-6,4
2020-09-06 10:30:00,-0.7,2.8,388,0.82,10,-7,4
2020-09-06 11:30:00,-1.2,3.0,384,0.86,10,-10,4
2020-09-06 12:30:00,0.8,2.7,367,0.69,10,-11,4
2020-09-06 13:30:00,-0.6,2.7,362,0.67,10,-7,4
2020-09-06 14:30:00,-1.0,3.1,371,0.81,10,-4,4
2020-09-06 15:30:00,-0.6,2.7,358,0.66,3,-4,2
2020-09-06 16:30:00,0.5,2.8,354,0.67,3,-3,2
2020-09-06 17:30:00,0.2,2.8,352,0.66,3,-4,2
2020-09-06 18:30:00,-0.6,3.6,361,0.91,7,-5,3
2020-09-06 19:30:00,-1.0,3.6,359,0.89,7,-8,3
2020-09-06 20:30:00,-1.1,3.6,356,0.87,7,-12,3
2020-09-06 21:30:00,-1.3,2.8,346,0.64,17,-16,6
2020-09-06 22:30:00,-1.0,3.0,346,0.68,17,-20,6
2020-09-06 23:30:00,-1.0,3.4,351,0.79,17,-21,6
2020-09-07 00:30:00,-0.7,3.6,348,0.82,10,-21,4
2020-09-07 01:30:00,-0.4,4.7,364,1.16,10,-17,4
2020-09-07 02:30:00,-1.6,5.1,388,1.42,10,-14,4
2020-09-07 03:30:00,-1.7,5.3,377,1.38,13,-11,5
2020-09-07 04:30:00,-1.3,5.1,374,1.32,13,-13,5
2020-09-07 05:30:00,-0.8,4.1,358,0.97,13,-16,5
2020-09-07 06:30:00,-0.7,4.0,356,0.93,13,-15,5
2020-09-07 07:30:00,-1.9,4.7,380,1.26,13,-10,5
2020-09-07 08:30:00,-1.2,5.2,365,1.33,13,-10,5
2020-09-07 09:30:00,-2.5,5.0,376,1.33,7,-11,3
2020-09-07 10:30:00,-2.9,4.9,364,1.19,7,-11,3
2020-09-07 11:30:00,-2.3,5.0,370,1.25,7,-13,3
2020-09-07 12:30:00,-2.1,5.3,368,1.31,7,-15,3
2020-09-07 13:30:00,-1.4,5.9,366,1.45,7,-13,3
2020-09-07 14:30:00,-1.5,5.8,363,1.39,7,-11,3
2020-09-07 15:30:00,-1.6,5.8,374,1.47,10,-8,4
2020-09-07 16:30:00,0.2,4.9,356,1.15,10,-10,4
2020-09-07 17:30:00,1.1,5.1,352,1.18,10,-10,4
2020-09-07 18:30:00,0.6,5.3,352,1.22,3,-10,2
2020-09-07 19:30:00,0.7,4.9,349,1.09,3,-10,2
2020-09-07 20:30:00,0.3,4.6,342,0.97,3,-11,2
2020-09-07 21:30:00,0.8,4.8,341,1.0,0,-13,0
2020-09-07 22:30:00,0.5,5.0,338,1.02,0,-15,0
2020-09-07 23:30:00,0.1,5.1,334,1.02,0,-15,0
2020-09-08 00:30:00,0.7,5.2,333,1.02,7,-13,3
2020-09-08 01:30:00,0.0,5.4,334,1.05,7,-14,3
2020-09-08 02:30:00,0.3,5.0,327,0.94,7,-14,3
2020-09-08 03:30:00,-1.1,4.9,325,0.92,3,-12,2
2020-09-08 04:30:00,0.7,3.8,316,0.7,3,-13,2
2020-09-08 05:30:00,-1.1,4.1,313,0.74,3,-12,2
2020-09-08 06:30:00,-0.7,4.8,318,0.87,10,-9,4
