timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2020-11-01 00:30:00,2.5,5.1,376,1.32,7,-19,3
2020-11-01 01:30:00,1.3,4.6,393,1.36,7,-16,3
2020-11-01 02:30:00,1.8,4.1,389,1.21,7,-12,3
2020-11-01 03:30:00,0.5,4.2,379,1.19,3,-10,2
2020-11-01 04:30:00,-1.1,4.3,384,1.22,3,-11,2
2020-11-01 05:30:00,1.5,4.6,381,1.25,3,-14,2
2020-11-01 06:30:00,-1.3,4.8,384,1.32,17,-13,6
2020-11-01 07:30:00,-2.8,5.2,381,1.43,17,-15,6
2020-11-01 08:30:00,-3.8,5.4,383,1.48,17,-18,6
2020-11-01 09:30:00,-4.0,7.1,389,1.93,20,-21,7
2020-11-01 10:30:00,1.0,9.4,397,2.58,20,-17,7
2020-11-01 11:30:00,4.5,7.7,396,2.15,20,-12,7
2020-11-01 12:30:00,1.9,7.0,388,1.89,30,-9,15
2020-11-01 13:30:00,-5.5,6.6,391,1.82,30,-11,15
2020-11-01 14:30:00,-5.5,3.0,388,0.84,30,-20,15
2020-11-01 15:30:00,-4.4,3.6,373,0.93,30,-25,15
2020-11-01 16:30:00,-4.4,4.2,370,1.08,30,-29,15
2020-11-01 17:30:00,-5.1,3.7,376,0.95,30,-35,15
2020-11-01 18:30:00,-2.9,6.1,377,1.54,27,-34,12
2020-11-01 19:30:00,-2.3,3.3,354,0.82,27,-36,12
2020-11-01 20:30:00,-0.8,4.7,351,1.17,27,-33,12
2020-11-01 21:30:00,-0.8,4.1,353,1.01,10,-30,4
2020-11-01 22:30:00,-0.0,4.5,345,1.07,10,-27,4
2020-11-01 23:30:00,0.1,4.6,343,1.08,10,-24,4
2020-11-02 00:30:00,-0.1,4.5,339,1.04,0,-20,0
2020-11-02 01:30:00,-0.3,4.8,335,1.09,0,-16,0
2020-11-02 02:30:00,-0.3,4.6,332,1.02,0,-16,0
2020-11-02 03:30:00,-0.6,4.4,329,0.95,0,-15,0
2020-11-02 04:30:00,1.4,3.9,330,0.84,0,-16,0
2020-11-02 05:30:00,1.6,4.5,336,1.0,0,-16,0
2020-11-02 06:30:00,2.0,4.0,339,0.88,7,-18,3
2020-11-02 07:30:00,3.2,3.4,340,0.76,7,-19,3
2020-11-02 08:30:00,3.6,5.1,349,1.18,7,-16,3
2020-11-02 09:30:00,3.8,7.0,342,1.55,3,-13,2
2020-11-02 10:30:00,2.4,7.1,343,1.56,3,-12,2
2020-11-02 11:30:00,3.8,5.0,337,1.04,3,-14,2
2020-11-02 12:30:00,3.8,5.2,344,1.11,0,-11,0
2020-11-02 13:30:00,3.5,3.9,343,0.82,0,-13,0
2020-11-02 14:30:00,3.0,3.5,338,0.72,0,-15,0
