timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2020-01-01 00:30:00,-0.3,10.0,295,1.5,3,-4,2
2020-01-01 01:30:00,0.8,7.8,299,1.23,3,1,2
2020-01-01 02:30:00,-0.3,8.3,300,1.36,3,3,2
2020-01-01 03:30:00,-0.0,5.5,298,0.91,0,4,0
2020-01-01 04:30:00,1.6,7.6,302,1.21,0,5,0
2020-01-01 05:30:00,0.3,7.5,311,1.27,0,7,0
2020-01-01 06:30:00,-1.9,6.4,313,1.11,0,8,0
2020-01-01 07:30:00,-3.3,8.5,326,1.6,0,5,0
2020-01-01 08:30:00,-3.0,8.0,330,1.55,0,-1,0
2020-01-01 09:30:00,-1.5,8.5,329,1.65,7,-3,3
2020-01-01 10:30:00,1.8,9.0,324,1.7,7,-3,3
2020-01-01 11:30:00,-0.4,7.5,317,1.38,7,0,3
2020-01-01 12:30:00,0.4,7.4,313,1.33,7,2,3
2020-01-01 13:30:00,0.5,9.0,323,1.67,7,1,3
2020-01-01 14:30:00,-1.5,9.5,339,1.92,7,3,3
2020-01-01 15:30:00,1.0,8.9,327,1.67,13,2,5
2020-01-01 16:30:00,-0.4,8.0,327,1.49,13,-3,5
2020-01-01 17:30:00,-0.4,9.6,329,1.8,13,-3,5
2020-01-01 18:30:00,-0.3,11.2,328,2.09,10,-1,4
2020-01-01 19:30:00,-0.3,12.4,327,2.3,10,2,4
2020-01-01 20:30:00,-0.2,12.5,327,2.31,10,5,4
2020-01-01 21:30:00,0.4,13.0,325,2.37,7,7,3
2020-01-01 22:30:00,1.2,12.8,314,2.14,7,6,3
2020-01-01 23:30:00,1.1,11.5,310,1.89,7,5,3
2020-01-02 00:30:00,0.3,10.5,307,1.71,0,3,0
2020-01-02 01:30:00,0.3,12.8,309,2.1,0,5,0
2020-01-02 02:30:00,0.0,13.4,311,2.22,0,7,0
2020-01-02 03:30:00,1.5,12.5,311,2.08,0,7,0
2020-01-02 04:30:00,1.4,10.4,317,1.79,0,6,0
2020-01-02 05:30:00,1.9,9.5,315,1.63,0,7,0
2020-01-02 06:30:00,-1.4,9.7,314,1.67,3,6,2
2020-01-02 07:30:00,-2.2,9.8,317,1.72,3,5,2
2020-01-02 08:30:00,-1.0,8.3,319,1.46,3,2,2
2020-01-02 09:30:00,1.4,5.5,324,1.01,3,-3,2
2020-01-02 10:30:00,0.3,5.0,334,0.99,3,-6,2
2020-01-02 11:30:00,-0.1,5.4,339,1.12,3,-2,2
2020-01-02 12:30:00,-1.5,5.4,335,1.08,3,2,2
2020-01-02 13:30:00,-1.2,4.8,326,0.9,3,0,2
2020-01-02 14:30:00,-0.7,5.1,323,0.93,3,0,2
2020-01-02 15:30:00,-0.6,6.2,326,1.15,7,-1,3
2020-01-02 16:30:00,-0.8,7.4,337,1.46,7,-4,3
2020-01-02 17:30:00,-0.2,8.5,343,1.72,7,-5,3
2020-01-02 18:30:00,1.9,5.9,351,1.27,10,-4,4
