timestamp,solar_wind_speed,solar_wind_density,bz_component,sunspot_number
2023-01-01 00:00:00,603.0,2.4,-0.7,108
2023-01-01 01:00:00,582.0,2.6,0.6,108
2023-01-01 02:00:00,581.0,2.6,1.5,108
2023-01-01 03:00:00,576.0,2.4,0.4,108
2023-01-01 04:00:00,585.0,2.5,0.7,108
2023-01-01 05:00:00,569.0,2.5,1.7,108
2023-01-01 06:00:00,548.0,2.3,0.2,108
2023-01-01 07:00:00,543.0,2.2,1.0,108
2023-01-01 08:00:00,553.0,2.4,0.8,108
2023-01-01 09:00:00,559.0,2.4,-1.8,108
2023-01-01 10:00:00,546.0,2.3,0.9,108
2023-01-01 11:00:00,541.0,2.4,2.6,108
2023-01-01 12:00:00,535.0,2.4,-0.1,108
2023-01-01 13:00:00,537.0,2.7,-0.6,108
2023-01-01 14:00:00,539.0,2.6,-0.9,108
2023-01-01 15:00:00,522.0,2.6,-0.4,108
2023-01-01 16:00:00,515.0,2.7,-0.4,108
2023-01-01 17:00:00,525.0,2.9,-1.8,108
2023-01-01 18:00:00,523.0,3.0,-2.7,108
2023-01-01 19:00:00,523.0,2.9,-3.5,108
2023-01-01 20:00:00,513.0,3.5,-0.9,108
2023-01-01 21:00:00,487.0,2.9,1.2,108
2023-01-01 22:00:00,487.0,3.0,-1.3,108
2023-01-01 23:00:00,499.0,3.0,-2.5,108
2023-01-02 00:00:00,505.0,3.1,-2.2,109
2023-01-02 01:00:00,503.0,3.0,-1.3,109
2023-01-02 02:00:00,500.0,3.0,0.9,109
2023-01-02 03:00:00,486.0,2.8,2.2,109
2023-01-02 04:00:00,507.0,3.0,-0.6,109
2023-01-02 05:00:00,479.0,2.9,2.0,109
2023-01-02 06:00:00,477.0,2.7,1.2,109
2023-01-02 07:00:00,475.0,2.6,1.5,109
2023-01-02 08:00:00,473.0,2.6,1.3,109
2023-01-02 09:00:00,487.0,3.1,-1.3,109
2023-01-02 10:00:00,478.0,3.0,-1.2,109
2023-01-02 11:00:00,455.0,3.0,-0.7,109
2023-01-02 12:00:00,459.0,3.4,-2.7,109
2023-01-02 13:00:00,456.0,3.8,-2.6,109
2023-01-02 14:00:00,455.0,3.1,0.9,109
2023-01-02 15:00:00,443.0,3.3,0.3,109
2023-01-02 16:00:00,423.0,4.0,0.0,109
2023-01-02 17:00:00,416.0,4.1,-0.2,109
2023-01-02 18:00:00,416.0,4.4,-0.1,109
2023-01-02 19:00:00,419.0,4.7,-1.5,109
2023-01-02 20:00:00,418.0,4.4,-1.9,109
2023-01-02 21:00:00,418.0,4.5,-3.1,109
2023-01-02 22:00:00,415.0,4.4,-3.0,109
2023-01-02 23:00:00,414.0,4.4,-1.7,109
2023-01-03 00:00:00,414.0,4.6,0.6,108
2023-01-03 01:00:00,409.0,4.2,0.8,108
2023-01-03 02:00:00,415.0,4.2,3.0,108
2023-01-03 03:00:00,402.0,3.9,1.8,108
2023-01-03 04:00:00,415.0,3.8,-1.2,108
2023-01-03 05:00:00,414.0,3.6,0.1,108
2023-01-03 06:00:00,409.0,3.9,-1.1,108
2023-01-03 07:00:00,409.0,3.8,-1.7,108
2023-01-03 08:00:00,411.0,3.7,-0.5,108
2023-01-03 09:00:00,390.0,3.7,1.2,108
2023-01-03 10:00:00,387.0,4.0,0.2,108
2023-01-03 11:00:00,387.0,4.0,-1.0,108
2023-01-03 12:00:00,378.0,3.8,-0.3,108
2023-01-03 13:00:00,366.0,3.7,-0.2,108
2023-01-03 14:00:00,373.0,4.4,0.7,108
2023-01-03 15:00:00,385.0,4.6,-2.5,108
2023-01-03 16:00:00,387.0,4.8,-3.1,108
2023-01-03 17:00:00,390.0,5.4,-3.5,108
2023-01-03 18:00:00,383.0,5.7,-0.5,108
2023-01-03 19:00:00,393.0,7.3,-0.9,108
2023-01-03 20:00:00,404.0,7.6,-0.6,108
2023-01-03 21:00:00,409.0,8.7,0.2,108
2023-01-03 22:00:00,418.0,11.8,-1.2,108
2023-01-03 23:00:00,426.0,13.6,-6.0,108
2023-01-04 00:00:00,429.0,14.1,-4.5,96
2023-01-04 01:00:00,433.0,14.3,-4.4,96
2023-01-04 02:00:00,428.0,17.3,-3.8,96
2023-01-04 03:00:00,417.0,5.4,-10.3,96
2023-01-04 04:00:00,410.0,3.2,-11.6,96
2023-01-04 05:00:00,413.0,3.6,-10.5,96
2023-01-04 06:00:00,418.0,3.3,-11.2,96
2023-01-04 07:00:00,418.0,5.2,-9.1,96
2023-01-04 08:00:00,418.0,7.3,-4.2,96
2023-01-04 09:00:00,416.0,7.1,-1.4,96
2023-01-04 10:00:00,410.0,5.3,2.2,96
2023-01-04 11:00:00,401.0,4.6,4.9,96
2023-01-04 12:00:00,400.0,3.8,8.2,96
2023-01-04 13:00:00,402.0,4.9,11.8,96
2023-01-04 14:00:00,398.0,12.2,11.9,96
2023-01-04 15:00:00,399.0,25.4,10.7,96
2023-01-04 16:00:00,397.0,23.8,14.6,96
2023-01-04 17:00:00,404.0,16.1,14.1,96
2023-01-04 18:00:00,400.0,11.6,14.9,96
2023-01-04 19:00:00,397.0,13.9,16.5,96
2023-01-04 20:00:00,388.0,12.3,17.1,96
2023-01-04 21:00:00,385.0,10.1,17.3,96
2023-01-04 22:00:00,382.0,11.1,16.7,96
2023-01-04 23:00:00,381.0,11.6,15.1,96
2023-01-05 00:00:00,382.0,12.6,14.8,112
2023-01-05 01:00:00,381.0,12.9,14.5,112
2023-01-05 02:00:00,381.0,11.5,15.2,112
2023-01-05 03:00:00,385.0,13.0,16.2,112
2023-01-05 04:00:00,388.0,14.2,14.3,112
2023-01-05 05:00:00,384.0,14.5,12.4,112
2023-01-05 06:00:00,381.0,17.1,12.3,112
2023-01-05 07:00:00,378.0,18.2,9.5,112
2023-01-05 08:00:00,377.0,17.7,9.1,112
2023-01-05 09:00:00,374.0,14.6,6.3,112
2023-01-05 10:00:00,368.0,14.1,6.0,112
2023-01-05 11:00:00,363.0,12.7,3.7,112
2023-01-05 12:00:00,356.0,10.3,-7.5,112
2023-01-05 13:00:00,358.0,12.1,-3.4,112
2023-01-05 14:00:00,353.0,7.4,-8.3,112
2023-01-05 15:00:00,349.0,8.1,-8.0,112
2023-01-05 16:00:00,355.0,9.1,-5.5,112
2023-01-05 17:00:00,345.0,8.5,-3.5,112
2023-01-05 18:00:00,351.0,7.7,-4.1,112
2023-01-05 19:00:00,360.0,7.4,-4.9,112
2023-01-05 20:00:00,345.0,6.9,-3.6,112
2023-01-05 21:00:00,342.0,6.0,-2.9,112
2023-01-05 22:00:00,344.0,5.0,-0.5,112
2023-01-05 23:00:00,355.0,4.4,6.1,112
2023-01-06 00:00:00,352.0,4.4,5.7,131
2023-01-06 01:00:00,357.0,4.1,7.2,131
2023-01-06 02:00:00,340.0,4.2,7.2,131
2023-01-06 03:00:00,358.0,3.9,6.2,131
2023-01-06 04:00:00,358.0,3.0,5.4,131
2023-01-06 05:00:00,358.0,2.5,5.6,131
2023-01-06 06:00:00,364.0,3.7,5.9,131
2023-01-06 07:00:00,367.0,3.8,0.4,131
2023-01-06 08:00:00,366.0,3.0,3.8,131
2023-01-06 09:00:00,351.0,4.4,3.9,131
2023-01-06 10:00:00,362.0,3.2,3.3,131
2023-01-06 11:00:00,394.0,3.5,5.2,131
2023-01-06 12:00:00,393.0,3.6,5.8,131
2023-01-06 13:00:00,396.0,3.1,3.2,131
2023-01-06 14:00:00,397.0,2.9,7.3,131
2023-01-06 15:00:00,400.0,2.6,7.3,131
2023-01-06 16:00:00,406.0,1.7,6.8,131
2023-01-06 17:00:00,398.0,1.8,6.2,131
2023-01-06 18:00:00,408.0,1.9,6.0,131
