timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2019-01-01 00:30:00,1.7,3.9,456,1.46,10,-8,4
2019-01-01 01:30:00,-1.0,3.9,460,1.48,10,-11,4
2019-01-01 02:30:00,1.9,4.0,459,1.52,10,-9,4
2019-01-01 03:30:00,2.5,4.5,453,1.65,13,-7,5
2019-01-01 04:30:00,-0.1,5.2,446,1.84,13,-4,5
2019-01-01 05:30:00,-3.4,4.6,438,1.57,13,-9,5
2019-01-01 06:30:00,-3.4,4.3,433,1.44,27,-12,12
2019-01-01 07:30:00,-3.2,4.3,430,1.42,27,-17,12
2019-01-01 08:30:00,-3.5,4.7,423,1.49,27,-22,12
2019-01-01 09:30:00,-3.0,4.7,430,1.53,17,-22,6
2019-01-01 10:30:00,-1.0,4.4,427,1.43,17,-20,6
2019-01-01 11:30:00,-1.4,4.2,424,1.37,17,-14,6
2019-01-01 12:30:00,-1.4,3.8,418,1.21,20,-15,7
2019-01-01 13:30:00,0.2,3.1,404,0.92,20,-16,7
2019-01-01 14:30:00,1.5,2.4,402,0.69,20,-13,7
2019-01-01 15:30:00,1.2,2.8,395,0.77,3,-12,2
2019-01-01 16:30:00,0.8,2.8,392,0.76,3,-10,2
2019-01-01 17:30:00,1.1,2.6,385,0.69,3,-7,2
2019-01-01 18:30:00,0.8,2.3,384,0.6,0,-7,0
2019-01-01 19:30:00,0.5,2.0,386,0.53,0,-11,0
2019-01-01 20:30:00,-0.4,1.8,380,0.47,0,-12,0
2019-01-01 21:30:00,-0.2,2.0,379,0.52,7,-12,3
2019-01-01 22:30:00,-0.9,2.0,385,0.53,7,-12,3
2019-01-01 23:30:00,-0.6,2.3,377,0.58,7,-14,3
2019-01-02 00:30:00,-1.0,2.2,377,0.55,0,-15,0
2019-01-02 01:30:00,-0.8,2.0,375,0.5,0,-15,0
2019-01-02 02:30:00,-0.1,2.0,370,0.49,0,-13,0
2019-01-02 03:30:00,0.0,2.1,369,0.51,0,-12,0
2019-01-02 04:30:00,0.6,2.2,366,0.54,0,-11,0
2019-01-02 05:30:00,0.4,2.2,364,0.54,0,-9,0
2019-01-02 06:30:00,0.8,1.9,365,0.47,0,-8,0
2019-01-02 07:30:00,0.4,1.7,360,0.4,0,-6,0
2019-01-02 08:30:00,-0.2,1.7,355,0.39,0,-6,0
2019-01-02 09:30:00,-0.8,1.6,352,0.37,0,-5,0
2019-01-02 10:30:00,-1.1,1.8,353,0.41,0,-5,0
2019-01-02 11:30:00,-1.1,1.9,346,0.41,0,-7,0
2019-01-02 12:30:00,-0.9,2.2,338,0.46,3,-10,2
2019-01-02 13:30:00,-1.0,2.0,337,0.41,3,-14,2
2019-01-02 14:30:00,-0.7,2.2,336,0.45,3,-14,2
2019-01-02 15:30:00,0.3,3.7,343,0.77,3,-12,2
2019-01-02 16:30:00,-0.5,4.1,343,0.85,3,-9,2
2019-01-02 17:30:00,-0.9,3.9,343,0.81,3,-7,2
2019-01-02 18:30:00,-0.4,4.2,343,0.87,0,-6,0
2019-01-02 19:30:00,0.4,4.5,353,0.98,0,-4,0
2019-01-02 20:30:00,0.2,4.8,354,1.05,0,-5,0
2019-01-02 21:30:00,-0.2,4.9,349,1.04,0,-4,0
2019-01-02 22:30:00,-1.2,4.7,335,0.93,0,-5,0
2019-01-02 23:30:00,-1.0,4.9,334,0.96,0,-7,0
2019-01-03 00:30:00,-1.0,4.8,336,0.94,10,-8,4
2019-01-03 01:30:00,-1.0,4.7,337,0.93,10,-9,4
2019-01-03 02:30:00,-0.8,4.4,328,0.83,10,-10,4
2019-01-03 03:30:00,-1.1,4.1,313,0.69,0,-12,0
2019-01-03 04:30:00,-1.3,4.1,310,0.68,0,-13,0
2019-01-03 05:30:00,-0.9,4.0,308,0.66,0,-13,0
2019-01-03 06:30:00,-1.0,4.0,307,0.65,0,-13,0
2019-01-03 07:30:00,-0.3,3.8,306,0.62,0,-11,0
2019-01-03 08:30:00,-2.0,4.2,304,0.67,0,-7,0
2019-01-03 09:30:00,-1.0,3.8,304,0.61,3,-4,2
2019-01-03 10:30:00,0.0,4.8,311,0.79,3,-1,2
2019-01-03 11:30:00,-1.2,4.9,308,0.79,3,1,2
2019-01-03 12:30:00,-2.4,5.7,308,0.92,3,0,2
2019-01-03 13:30:00,-0.9,6.2,307,0.99,3,1,2
