timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2021-05-01 00:30:00,1.8,18.3,327.0,3.5,13,13,5
2021-05-01 01:30:00,3.6,14.9,326.0,2.88,13,11,5
2021-05-01 02:30:00,4.3,8.7,333.0,1.74,13,8,5
2021-05-01 03:30:00,4.4,5.0,333.0,1.01,0,5,0
2021-05-01 04:30:00,4.9,5.3,330.0,1.05,0,6,0
2021-05-01 05:30:00,5.0,6.5,328.0,1.28,0,6,0
2021-05-01 06:30:00,3.2,10.2,325.0,1.93,10,9,4
2021-05-01 07:30:00,-2.1,9.1,314.0,1.55,10,7,4
2021-05-01 08:30:00,-3.9,7.8,307.0,1.25,10,1,4
2021-05-01 09:30:00,-1.4,14.0,312.0,2.41,20,1,7
2021-05-01 10:30:00,2.5,13.0,317.0,2.45,20,1,7
2021-05-01 11:30:00,3.9,12.0,316.0,2.21,20,2,7
2021-05-01 12:30:00,4.9,9.9,314.0,1.71,13,1,5
2021-05-01 13:30:00,4.5,10.7,312.0,1.84,13,2,5
2021-05-01 14:30:00,1.2,10.5,323.0,2.04,13,5,5
2021-05-01 15:30:00,0.5,8.0,339.0,1.7,13,2,5
2021-05-01 16:30:00,3.9,9.1,343.0,1.92,13,3,5
2021-05-01 17:30:00,0.5,9.6,356.0,2.2,13,5,5
2021-05-01 18:30:00,-0.6,10.2,373.0,2.57,10,7,4
2021-05-01 19:30:00,1.0,10.6,374.0,2.72,10,6,4
2021-05-01 20:30:00,1.4,9.8,376.0,2.41,10,4,4
2021-05-01 21:30:00,0.9,10.4,376.0,2.63,13,5,5
2021-05-01 22:30:00,1.2,9.0,365.0,2.08,13,6,5
2021-05-01 23:30:00,0.5,8.9,360.0,2.0,13,8,5
2021-05-02 00:30:00,1.1,7.5,356.0,1.67,30,8,15
2021-05-02 01:30:00,-6.0,5.0,367.0,1.2,30,6,15
2021-05-02 02:30:00,-6.2,7.4,373.0,1.82,30,1,15
2021-05-02 03:30:00,-6.1,7.2,370.0,1.74,27,-8,12
2021-05-02 04:30:00,-4.8,7.8,367.0,1.92,27,-14,12
2021-05-02 05:30:00,-2.6,8.3,363.0,1.97,27,-18,12
2021-05-02 06:30:00,-1.3,7.3,353.0,1.72,30,-17,15
2021-05-02 07:30:00,0.6,10.5,349.0,2.39,30,-11,15
2021-05-02 08:30:00,-0.3,14.7,347.0,3.56,30,-2,15
2021-05-02 09:30:00,1.5,10.8,354.0,2.69,13,-7,5
2021-05-02 10:30:00,3.7,7.5,357.0,1.87,13,-8,5
2021-05-02 11:30:00,4.9,7.2,353.0,1.72,13,-10,5
2021-05-02 12:30:00,3.7,9.2,345.0,2.05,7,-10,3
2021-05-02 13:30:00,3.0,11.3,343.0,2.33,7,-8,3
2021-05-02 14:30:00,5.3,14.6,346.0,3.04,7,-4,3
2021-05-02 15:30:00,6.1,15.7,327.0,3.03,20,0,7
2021-05-02 16:30:00,6.7,13.1,348.0,2.81,20,2,7
2021-05-02 17:30:00,6.9,14.8,346.0,3.12,20,5,7
2021-05-02 18:30:00,5.8,12.8,338.0,2.66,13,5,5
