timestamp,bz_component,solar_wind_density,solar_wind_speed,solar_wind_pressure,kp_index,dst_index,ap_index
2019-07-01 00:30:00,-4.3,11.2,333,2.12,23,1,9
2019-07-01 01:30:00,-4.8,12.5,327,2.26,23,-3,9
2019-07-01 02:30:00,-0.4,10.2,329,1.87,23,-3,9
2019-07-01 03:30:00,-4.6,10.3,327,1.89,30,-2,15
2019-07-01 04:30:00,-5.3,14.2,331,2.66,30,-4,15
2019-07-01 05:30:00,-5.4,16.3,338,3.18,30,-9,15
2019-07-01 06:30:00,-3.9,15.8,353,3.5,23,-16,9
2019-07-01 07:30:00,2.0,17.0,355,4.09,23,-15,9
2019-07-01 08:30:00,0.3,13.0,356,3.16,23,-12,9
2019-07-01 09:30:00,0.5,11.0,358,2.74,13,-10,5
2019-07-01 10:30:00,2.0,9.5,355,2.26,13,-9,5
2019-07-01 11:30:00,-0.9,8.1,354,1.84,13,-9,5
2019-07-01 12:30:00,0.4,8.8,353,1.96,20,-12,7
2019-07-01 13:30:00,0.2,8.6,353,1.93,20,-14,7
2019-07-01 14:30:00,-2.6,8.1,347,1.77,20,-13,7
2019-07-01 15:30:00,-3.9,8.3,347,1.76,13,-15,5
2019-07-01 16:30:00,-0.8,7.2,347,1.54,13,-14,5
2019-07-01 17:30:00,2.7,6.9,343,1.46,13,-12,5
2019-07-01 18:30:00,0.3,6.7,340,1.41,13,-9,5
2019-07-01 19:30:00,0.3,6.6,345,1.38,13,-8,5
2019-07-01 20:30:00,-2.5,6.1,346,1.29,13,-13,5
2019-07-01 21:30:00,-2.3,6.2,351,1.37,17,-17,6
2019-07-01 22:30:00,-1.5,6.6,357,1.49,17,-19,6
2019-07-01 23:30:00,-2.6,5.6,357,1.27,17,-16,6
2019-07-02 00:30:00,-2.6,5.6,361,1.28,13,-14,5
2019-07-02 01:30:00,-2.1,6.0,363,1.37,13,-9,5
2019-07-02 02:30:00,-2.3,6.1,358,1.36,13,-7,5
2019-07-02 03:30:00,-2.7,5.5,351,1.18,7,-6,3
2019-07-02 04:30:00,-2.1,6.0,349,1.26,7,-8,3
2019-07-02 05:30:00,-2.8,6.6,350,1.39,7,-11,3
2019-07-02 06:30:00,-0.7,7.0,350,1.47,10,-12,4
2019-07-02 07:30:00,-2.1,6.5,345,1.35,10,-11,4
2019-07-02 08:30:00,-3.0,7.8,342,1.58,10,-13,4
2019-07-02 09:30:00,-2.6,8.2,338,1.6,10,-10,4
2019-07-02 10:30:00,-2.7,8.9,335,1.7,10,-7,4
2019-07-02 11:30:00,-3.5,9.9,336,1.9,10,-5,4
2019-07-02 12:30:00,-3.0,9.9,327,1.81,13,-8,5
2019-07-02 13:30:00,-3.8,9.9,326,1.79,13,-12,5
2019-07-02 14:30:00,-4.1,10.3,324,1.83,13,-12,5
2019-07-02 15:30:00,-4.2,10.0,320,1.73,17,-13,6
2019-07-02 16:30:00,-4.4,9.8,327,1.77,17,-16,6
2019-07-02 17:30:00,-3.4,10.1,329,1.85,17,-16,6
2019-07-02 18:30:00,-3.0,10.6,325,1.89,20,-13,7
2019-07-02 19:30:00,-2.4,10.3,319,1.78,20,-8,7
2019-07-02 20:30:00,-1.1,10.5,313,1.76,20,-6,7
2019-07-02 21:30:00,1.0,10.9,315,1.86,3,-4,2
2019-07-02 22:30:00,3.1,11.2,320,1.97,3,-1,2
2019-07-02 23:30:00,3.0,10.3,319,1.82,3,4,2
2019-07-03 00:30:00,3.6,9.5,322,1.7,0,9,0
2019-07-03 01:30:00,3.0,9.7,318,1.7,0,10,0
2019-07-03 02:30:00,2.6,10.4,314,1.85,0,9,0
2019-07-03 03:30:00,1.7,10.7,314,1.95,3,6,2
2019-07-03 04:30:00,0.4,11.3,312,2.04,3,4,2
2019-07-03 05:30:00,-2.1,9.7,311,1.75,3,1,2
2019-07-03 06:30:00,-3.2,10.1,313,1.82,13,-3,5
2019-07-03 07:30:00,-3.7,9.7,311,1.73,13,-7,5
2019-07-03 08:30:00,-3.8,6.9,321,1.27,13,-10,5
2019-07-03 09:30:00,-2.8,7.3,320,1.32,10,-7,4
2019-07-03 10:30:00,-2.1,16.0,323,2.89,10,1,4
2019-07-03 11:30:00,1.2,13.7,335,2.69,10,1,4
2019-07-03 12:30:00,2.5,9.7,355,2.34,13,4,5
2019-07-03 13:30:00,2.7,8.1,353,1.88,13,4,5
2019-07-03 14:30:00,1.1,7.9,353,1.82,13,5,5
2019-07-03 15:30:00,0.2,7.0,359,1.66,13,5,5
2019-07-03 16:30:00,-2.8,6.4,369,1.59,13,6,5
2019-07-03 17:30:00,-0.8,5.4,375,1.41,13,0,5
2019-07-03 18:30:00,0.4,3.8,372,0.98,13,-3,5
2019-07-03 19:30:00,-0.7,3.6,380,0.95,13,-3,5
2019-07-03 20:30:00,0.0,3.4,378,0.89,13,-5,5
2019-07-03 21:30:00,-0.4,3.7,370,0.92,0,-7,0
2019-07-03 22:30:00,-0.2,3.0,358,0.71,0,-11,0
2019-07-03 23:30:00,-0.1,3.3,357,0.78,0,-13,0
2019-07-04 00:30:00,-0.4,2.4,360,0.58,0,-12,0
2019-07-04 01:30:00,-0.5,2.4,358,0.57,0,-9,0
2019-07-04 02:30:00,0.5,2.9,360,0.69,0,-6,0
2019-07-04 03:30:00,0.2,3.2,360,0.76,3,-3,2
2019-07-04 04:30:00,0.5,3.3,358,0.77,3,-4,2
2019-07-04 05:30:00,0.9,3.1,358,0.72,3,-5,2
2019-07-04 06:30:00,1.8,3.7,361,0.87,3,-5,2
2019-07-04 07:30:00,2.6,4.3,362,1.03,3,-2,2
2019-07-04 08:30:00,2.9,5.0,358,1.17,3,-1,2
2019-07-04 09:30:00,2.3,5.5,353,1.25,3,0,2
2019-07-04 10:30:00,1.5,4.9,354,1.1,3,1,2
2019-07-04 11:30:00,-2.0,4.8,369,1.16,3,1,2
2019-07-04 12:30:00,-1.7,5.4,366,1.28,20,3,7
2019-07-04 13:30:00,-2.7,4.6,353,1.01,20,1,7
2019-07-04 14:30:00,-3.5,5.7,352,1.23,20,-2,7
